"GEO_ID","NAME","H001001"
"id","Geographic Area Name","Total"
"8710000US3727562","ZCTA5 27562, North Carolina","893"
"8710000US3727563","ZCTA5 27563, North Carolina","2402"
"8710000US3727565","ZCTA5 27565, North Carolina","10876"
"8710000US3727568","ZCTA5 27568, North Carolina","246"
"8710000US3727569","ZCTA5 27569, North Carolina","3346"
"8710000US3727571","ZCTA5 27571, North Carolina","1386"
"8710000US3727572","ZCTA5 27572, North Carolina","2883"
"8710000US3727573","ZCTA5 27573, North Carolina","5411"
"8710000US3727574","ZCTA5 27574, North Carolina","6374"
"8710000US3727576","ZCTA5 27576, North Carolina","7055"
"8710000US3727577","ZCTA5 27577, North Carolina","9197"
"8710000US3727581","ZCTA5 27581, North Carolina","1291"
"8710000US3727582","ZCTA5 27582, North Carolina","141"
"8710000US3727583","ZCTA5 27583, North Carolina","2895"
"8710000US3727587","ZCTA5 27587, North Carolina","20117"
"8710000US3727589","ZCTA5 27589, North Carolina","4027"
"8710000US3727591","ZCTA5 27591, North Carolina","7677"
"8710000US3727592","ZCTA5 27592, North Carolina","5731"
"8710000US3727596","ZCTA5 27596, North Carolina","6224"
"8710000US3727597","ZCTA5 27597, North Carolina","9159"
"8710000US3727601","ZCTA5 27601, North Carolina","4189"
"8710000US3727603","ZCTA5 27603, North Carolina","19550"
"8710000US3727604","ZCTA5 27604, North Carolina","18433"
"8710000US3727605","ZCTA5 27605, North Carolina","3031"
"8710000US3727606","ZCTA5 27606, North Carolina","19275"
"8710000US3727607","ZCTA5 27607, North Carolina","8127"
"8710000US3727608","ZCTA5 27608, North Carolina","5196"
"8710000US3727609","ZCTA5 27609, North Carolina","16243"
"8710000US3727610","ZCTA5 27610, North Carolina","23846"
"8710000US3727612","ZCTA5 27612, North Carolina","18005"
"8710000US3727613","ZCTA5 27613, North Carolina","18784"
"8710000US3727614","ZCTA5 27614, North Carolina","12279"
"8710000US3727615","ZCTA5 27615, North Carolina","18672"
"8710000US3727616","ZCTA5 27616, North Carolina","15973"
"8710000US3727617","ZCTA5 27617, North Carolina","7615"
"8710000US3727701","ZCTA5 27701, North Carolina","10501"
"8710000US3727703","ZCTA5 27703, North Carolina","17221"
"8710000US3727704","ZCTA5 27704, North Carolina","14504"
"8710000US3727705","ZCTA5 27705, North Carolina","20402"
"8710000US3727707","ZCTA5 27707, North Carolina","20962"
"8710000US3727709","ZCTA5 27709, North Carolina","407"
"8710000US3727712","ZCTA5 27712, North Carolina","8276"
"8710000US3727713","ZCTA5 27713, North Carolina","21901"
"8710000US3727801","ZCTA5 27801, North Carolina","9978"
"8710000US3727803","ZCTA5 27803, North Carolina","9786"
"8710000US3727804","ZCTA5 27804, North Carolina","13402"
"8710000US3727805","ZCTA5 27805, North Carolina","1846"
"8710000US3727806","ZCTA5 27806, North Carolina","1568"
"8710000US3727807","ZCTA5 27807, North Carolina","2647"
"8710000US3727808","ZCTA5 27808, North Carolina","1482"
"8710000US3727809","ZCTA5 27809, North Carolina","2066"
"8710000US3727810","ZCTA5 27810, North Carolina","2765"
"8710000US3727812","ZCTA5 27812, North Carolina","1246"
"8710000US3727813","ZCTA5 27813, North Carolina","329"
"8710000US3727814","ZCTA5 27814, North Carolina","1322"
"8710000US3727816","ZCTA5 27816, North Carolina","1148"
"8710000US3727817","ZCTA5 27817, North Carolina","3601"
"8710000US3727818","ZCTA5 27818, North Carolina","679"
"8710000US3727819","ZCTA5 27819, North Carolina","152"
"8710000US3727820","ZCTA5 27820, North Carolina","1489"
"8710000US3727821","ZCTA5 27821, North Carolina","199"
"8710000US3727822","ZCTA5 27822, North Carolina","3578"
"8710000US3727823","ZCTA5 27823, North Carolina","3698"
"8710000US3727824","ZCTA5 27824, North Carolina","826"
"8710000US3727825","ZCTA5 27825, North Carolina","59"
"8710000US3727826","ZCTA5 27826, North Carolina","363"
"8710000US3727827","ZCTA5 27827, North Carolina","17"
"8710000US3727828","ZCTA5 27828, North Carolina","4042"
"8710000US3727829","ZCTA5 27829, North Carolina","956"
"8710000US3727830","ZCTA5 27830, North Carolina","2324"
"8710000US3727831","ZCTA5 27831, North Carolina","1895"
"8710000US3727832","ZCTA5 27832, North Carolina","1397"
"8710000US3727834","ZCTA5 27834, North Carolina","24429"
"8710000US3727837","ZCTA5 27837, North Carolina","2371"
"8710000US3727839","ZCTA5 27839, North Carolina","1647"
"8710000US3727840","ZCTA5 27840, North Carolina","269"
"8710000US3727841","ZCTA5 27841, North Carolina","40"
"8710000US3727842","ZCTA5 27842, North Carolina","1867"
"8710000US3727843","ZCTA5 27843, North Carolina","600"
"8710000US3727844","ZCTA5 27844, North Carolina","1317"
"8710000US3727845","ZCTA5 27845, North Carolina","991"
"8710000US3727846","ZCTA5 27846, North Carolina","1411"
"8710000US3727847","ZCTA5 27847, North Carolina","452"
"8710000US3727849","ZCTA5 27849, North Carolina","705"
"8710000US3727850","ZCTA5 27850, North Carolina","5411"
"8710000US3727851","ZCTA5 27851, North Carolina","2213"
"8710000US3727852","ZCTA5 27852, North Carolina","1349"
"8710000US3727853","ZCTA5 27853, North Carolina","320"
"8710000US3727855","ZCTA5 27855, North Carolina","2752"
"8710000US3727856","ZCTA5 27856, North Carolina","6917"
"8710000US3727857","ZCTA5 27857, North Carolina","699"
"8710000US3727858","ZCTA5 27858, North Carolina","25070"
"8710000US3727860","ZCTA5 27860, North Carolina","1093"
"8710000US3727861","ZCTA5 27861, North Carolina","42"
"8710000US3727862","ZCTA5 27862, North Carolina","429"
"8710000US3727863","ZCTA5 27863, North Carolina","4796"
"8710000US3727864","ZCTA5 27864, North Carolina","2004"
"8710000US3727865","ZCTA5 27865, North Carolina","868"
"8710000US3727866","ZCTA5 27866, North Carolina","390"
"8710000US3727869","ZCTA5 27869, North Carolina","1177"
"8710000US3727870","ZCTA5 27870, North Carolina","12341"
"8710000US3727871","ZCTA5 27871, North Carolina","2223"
"8710000US3727872","ZCTA5 27872, North Carolina","210"
"8710000US3727873","ZCTA5 27873, North Carolina","187"
"8710000US3727874","ZCTA5 27874, North Carolina","2472"
"8710000US3727875","ZCTA5 27875, North Carolina","285"
"8710000US3727876","ZCTA5 27876, North Carolina","705"
"8710000US3727878","ZCTA5 27878, North Carolina","912"
"8710000US3727879","ZCTA5 27879, North Carolina","168"
"8710000US3727880","ZCTA5 27880, North Carolina","1319"
