"GEO_ID","NAME","P001001"
"id","Geographic Area Name","Total"
"8710000US2141727","ZCTA5 41727, Kentucky","640"
"8710000US2141729","ZCTA5 41729, Kentucky","230"
"8710000US2141731","ZCTA5 41731, Kentucky","1023"
"8710000US2141735","ZCTA5 41735, Kentucky","295"
"8710000US2141739","ZCTA5 41739, Kentucky","179"
"8710000US2141740","ZCTA5 41740, Kentucky","877"
"8710000US2141745","ZCTA5 41745, Kentucky","200"
"8710000US2141746","ZCTA5 41746, Kentucky","835"
"8710000US2141749","ZCTA5 41749, Kentucky","3556"
"8710000US2141751","ZCTA5 41751, Kentucky","289"
"8710000US2141754","ZCTA5 41754, Kentucky","460"
"8710000US2141759","ZCTA5 41759, Kentucky","397"
"8710000US2141760","ZCTA5 41760, Kentucky","35"
"8710000US2141762","ZCTA5 41762, Kentucky","107"
"8710000US2141763","ZCTA5 41763, Kentucky","574"
"8710000US2141764","ZCTA5 41764, Kentucky","741"
"8710000US2141766","ZCTA5 41766, Kentucky","131"
"8710000US2141772","ZCTA5 41772, Kentucky","277"
"8710000US2141773","ZCTA5 41773, Kentucky","1273"
"8710000US2141774","ZCTA5 41774, Kentucky","2659"
"8710000US2141775","ZCTA5 41775, Kentucky","114"
"8710000US2141776","ZCTA5 41776, Kentucky","1509"
"8710000US2141777","ZCTA5 41777, Kentucky","947"
"8710000US2141804","ZCTA5 41804, Kentucky","720"
"8710000US2141810","ZCTA5 41810, Kentucky","502"
"8710000US2141812","ZCTA5 41812, Kentucky","230"
"8710000US2141815","ZCTA5 41815, Kentucky","802"
"8710000US2141817","ZCTA5 41817, Kentucky","251"
"8710000US2141819","ZCTA5 41819, Kentucky","392"
"8710000US2141821","ZCTA5 41821, Kentucky","537"
"8710000US2141822","ZCTA5 41822, Kentucky","2553"
"8710000US2141824","ZCTA5 41824, Kentucky","1072"
"8710000US2141825","ZCTA5 41825, Kentucky","548"
"8710000US2141826","ZCTA5 41826, Kentucky","978"
"8710000US2141828","ZCTA5 41828, Kentucky","808"
"8710000US2141831","ZCTA5 41831, Kentucky","849"
"8710000US2141832","ZCTA5 41832, Kentucky","424"
"8710000US2141833","ZCTA5 41833, Kentucky","321"
"8710000US2141834","ZCTA5 41834, Kentucky","659"
"8710000US2141835","ZCTA5 41835, Kentucky","790"
"8710000US2141836","ZCTA5 41836, Kentucky","798"
"8710000US2141837","ZCTA5 41837, Kentucky","1284"
"8710000US2141838","ZCTA5 41838, Kentucky","548"
"8710000US2141839","ZCTA5 41839, Kentucky","1193"
"8710000US2141840","ZCTA5 41840, Kentucky","1111"
"8710000US2141843","ZCTA5 41843, Kentucky","949"
"8710000US2141844","ZCTA5 41844, Kentucky","1355"
"8710000US2141845","ZCTA5 41845, Kentucky","293"
"8710000US2141847","ZCTA5 41847, Kentucky","617"
"8710000US2141848","ZCTA5 41848, Kentucky","80"
"8710000US2141849","ZCTA5 41849, Kentucky","193"
"8710000US2141855","ZCTA5 41855, Kentucky","696"
"8710000US2141858","ZCTA5 41858, Kentucky","8064"
"8710000US2141859","ZCTA5 41859, Kentucky","349"
"8710000US2141861","ZCTA5 41861, Kentucky","108"
"8710000US2141862","ZCTA5 41862, Kentucky","952"
"8710000US2142001","ZCTA5 42001, Kentucky","27960"
"8710000US2142003","ZCTA5 42003, Kentucky","29683"
"8710000US2142020","ZCTA5 42020, Kentucky","2330"
"8710000US2142021","ZCTA5 42021, Kentucky","1505"
"8710000US2142022","ZCTA5 42022, Kentucky","104"
"8710000US2142023","ZCTA5 42023, Kentucky","2422"
"8710000US2142024","ZCTA5 42024, Kentucky","1490"
"8710000US2142025","ZCTA5 42025, Kentucky","19305"
"8710000US2142027","ZCTA5 42027, Kentucky","2291"
"8710000US2142028","ZCTA5 42028, Kentucky","635"
"8710000US2142029","ZCTA5 42029, Kentucky","6321"
"8710000US2142031","ZCTA5 42031, Kentucky","3418"
"8710000US2142032","ZCTA5 42032, Kentucky","192"
"8710000US2142035","ZCTA5 42035, Kentucky","1068"
"8710000US2142036","ZCTA5 42036, Kentucky","1167"
"8710000US2142037","ZCTA5 42037, Kentucky","29"
"8710000US2142038","ZCTA5 42038, Kentucky","5298"
"8710000US2142039","ZCTA5 42039, Kentucky","1751"
"8710000US2142040","ZCTA5 42040, Kentucky","1082"
"8710000US2142041","ZCTA5 42041, Kentucky","4627"
"8710000US2142044","ZCTA5 42044, Kentucky","3404"
"8710000US2142045","ZCTA5 42045, Kentucky","2089"
"8710000US2142047","ZCTA5 42047, Kentucky","192"
"8710000US2142048","ZCTA5 42048, Kentucky","2147"
"8710000US2142049","ZCTA5 42049, Kentucky","1480"
"8710000US2142050","ZCTA5 42050, Kentucky","3256"
"8710000US2142051","ZCTA5 42051, Kentucky","2840"
"8710000US2142053","ZCTA5 42053, Kentucky","4931"
"8710000US2142054","ZCTA5 42054, Kentucky","984"
"8710000US2142055","ZCTA5 42055, Kentucky","2609"
"8710000US2142056","ZCTA5 42056, Kentucky","1982"
"8710000US2142058","ZCTA5 42058, Kentucky","2336"
"8710000US2142060","ZCTA5 42060, Kentucky","130"
"8710000US2142061","ZCTA5 42061, Kentucky","55"
"8710000US2142064","ZCTA5 42064, Kentucky","8421"
"8710000US2142066","ZCTA5 42066, Kentucky","23182"
"8710000US2142069","ZCTA5 42069, Kentucky","1100"
"8710000US2142071","ZCTA5 42071, Kentucky","29655"
"8710000US2142076","ZCTA5 42076, Kentucky","1213"
"8710000US2142078","ZCTA5 42078, Kentucky","1852"
"8710000US2142079","ZCTA5 42079, Kentucky","1426"
"8710000US2142081","ZCTA5 42081, Kentucky","2203"
"8710000US2142082","ZCTA5 42082, Kentucky","1845"
"8710000US2142083","ZCTA5 42083, Kentucky","446"
"8710000US2142084","ZCTA5 42084, Kentucky","83"
"8710000US2142085","ZCTA5 42085, Kentucky","918"
"8710000US2142086","ZCTA5 42086, Kentucky","4036"
"8710000US2142087","ZCTA5 42087, Kentucky","2419"
"8710000US2142088","ZCTA5 42088, Kentucky","2656"
"8710000US2142101","ZCTA5 42101, Kentucky","55648"
"8710000US2142102","ZCTA5 42102, Kentucky","88"
"8710000US2142103","ZCTA5 42103, Kentucky","18936"
"8710000US2142104","ZCTA5 42104, Kentucky","29610"
"8710000US2142120","ZCTA5 42120, Kentucky","2588"
"8710000US2142122","ZCTA5 42122, Kentucky","4368"
"8710000US2142123","ZCTA5 42123, Kentucky","840"
"8710000US2142124","ZCTA5 42124, Kentucky","55"
"8710000US2142127","ZCTA5 42127, Kentucky","6199"
"8710000US2142129","ZCTA5 42129, Kentucky","7026"
"8710000US2142130","ZCTA5 42130, Kentucky","175"
"8710000US2142133","ZCTA5 42133, Kentucky","1370"
"8710000US2142134","ZCTA5 42134, Kentucky","16785"
"8710000US2142140","ZCTA5 42140, Kentucky","1264"
"8710000US2142141","ZCTA5 42141, Kentucky","30349"
"8710000US2142151","ZCTA5 42151, Kentucky","275"
"8710000US2142153","ZCTA5 42153, Kentucky","326"
"8710000US2142154","ZCTA5 42154, Kentucky","691"
"8710000US2142156","ZCTA5 42156, Kentucky","254"
"8710000US2142157","ZCTA5 42157, Kentucky","437"
"8710000US2142159","ZCTA5 42159, Kentucky","1195"
"8710000US2142160","ZCTA5 42160, Kentucky","1992"
"8710000US2142163","ZCTA5 42163, Kentucky","56"
"8710000US2142164","ZCTA5 42164, Kentucky","16277"
"8710000US2142166","ZCTA5 42166, Kentucky","2314"
"8710000US2142167","ZCTA5 42167, Kentucky","8145"
"8710000US2142170","ZCTA5 42170, Kentucky","1403"
"8710000US2142171","ZCTA5 42171, Kentucky","6841"
"8710000US2142202","ZCTA5 42202, Kentucky","2389"
"8710000US2142204","ZCTA5 42204, Kentucky","657"
"8710000US2142206","ZCTA5 42206, Kentucky","5407"
"8710000US2142207","ZCTA5 42207, Kentucky","1207"
"8710000US2142210","ZCTA5 42210, Kentucky","4236"
"8710000US2142211","ZCTA5 42211, Kentucky","13422"
"8710000US2142214","ZCTA5 42214, Kentucky","682"
"8710000US2142215","ZCTA5 42215, Kentucky","1300"
"8710000US2142217","ZCTA5 42217, Kentucky","4117"
"8710000US2142220","ZCTA5 42220, Kentucky","6844"
"8710000US2142223","ZCTA5 42223 (part), Kentucky","13685"
"8710000US2142232","ZCTA5 42232, Kentucky","812"
"8710000US2142234","ZCTA5 42234, Kentucky","2469"
"8710000US2142236","ZCTA5 42236, Kentucky","929"
"8710000US2142240","ZCTA5 42240, Kentucky","42479"
"8710000US2142254","ZCTA5 42254, Kentucky","209"
"8710000US2142256","ZCTA5 42256, Kentucky","5028"
"8710000US2142259","ZCTA5 42259, Kentucky","1281"
"8710000US2142261","ZCTA5 42261, Kentucky","10602"
"8710000US2142262","ZCTA5 42262, Kentucky","8396"
"8710000US2142265","ZCTA5 42265, Kentucky","820"
"8710000US2142266","ZCTA5 42266, Kentucky","2590"
"8710000US2142273","ZCTA5 42273, Kentucky","443"
"8710000US2142274","ZCTA5 42274, Kentucky","2373"
"8710000US2142275","ZCTA5 42275, Kentucky","883"
"8710000US2142276","ZCTA5 42276, Kentucky","14471"
"8710000US2142280","ZCTA5 42280, Kentucky","484"
"8710000US2142285","ZCTA5 42285, Kentucky","375"
"8710000US2142286","ZCTA5 42286, Kentucky","1291"
"8710000US2142301","ZCTA5 42301, Kentucky","42440"
"8710000US2142303","ZCTA5 42303, Kentucky","38909"
"8710000US2142320","ZCTA5 42320, Kentucky","8205"
"8710000US2142321","ZCTA5 42321, Kentucky","327"
"8710000US2142322","ZCTA5 42322, Kentucky","47"
"8710000US2142323","ZCTA5 42323, Kentucky","793"
"8710000US2142324","ZCTA5 42324, Kentucky","1276"
"8710000US2142325","ZCTA5 42325, Kentucky","2028"
"8710000US2142326","ZCTA5 42326, Kentucky","460"
"8710000US2142327","ZCTA5 42327, Kentucky","4037"
"8710000US2142328","ZCTA5 42328, Kentucky","1389"
"8710000US2142330","ZCTA5 42330, Kentucky","9386"
"8710000US2142332","ZCTA5 42332, Kentucky","271"
"8710000US2142333","ZCTA5 42333, Kentucky","1111"
"8710000US2142337","ZCTA5 42337, Kentucky","2026"
"8710000US2142338","ZCTA5 42338, Kentucky","88"
"8710000US2142339","ZCTA5 42339, Kentucky","800"
"8710000US2142343","ZCTA5 42343, Kentucky","1782"
"8710000US2142344","ZCTA5 42344, Kentucky","856"
"8710000US2142345","ZCTA5 42345, Kentucky","11747"
"8710000US2142347","ZCTA5 42347, Kentucky","6152"
"8710000US2142348","ZCTA5 42348, Kentucky","4810"
"8710000US2142349","ZCTA5 42349, Kentucky","1503"
"8710000US2142350","ZCTA5 42350, Kentucky","1433"
"8710000US2142351","ZCTA5 42351, Kentucky","3851"
"8710000US2142352","ZCTA5 42352, Kentucky","2060"
"8710000US2142354","ZCTA5 42354, Kentucky","252"
"8710000US2142355","ZCTA5 42355, Kentucky","1852"
"8710000US2142356","ZCTA5 42356, Kentucky","83"
"8710000US2142361","ZCTA5 42361, Kentucky","492"
"8710000US2142366","ZCTA5 42366, Kentucky","5863"
"8710000US2142367","ZCTA5 42367, Kentucky","667"
"8710000US2142368","ZCTA5 42368, Kentucky","1325"
"8710000US2142369","ZCTA5 42369, Kentucky","331"
"8710000US2142370","ZCTA5 42370, Kentucky","28"
"8710000US2142371","ZCTA5 42371, Kentucky","476"
"8710000US2142372","ZCTA5 42372, Kentucky","1854"
"8710000US2142374","ZCTA5 42374, Kentucky","277"
"8710000US2142376","ZCTA5 42376, Kentucky","5799"
"8710000US2142378","ZCTA5 42378, Kentucky","3339"
"8710000US2142404","ZCTA5 42404, Kentucky","2569"
"8710000US2142406","ZCTA5 42406, Kentucky","3555"
"8710000US2142408","ZCTA5 42408, Kentucky","6737"
"8710000US2142409","ZCTA5 42409, Kentucky","2586"
"8710000US2142410","ZCTA5 42410, Kentucky","1460"
"8710000US2142411","ZCTA5 42411, Kentucky","1656"
"8710000US2142413","ZCTA5 42413, Kentucky","3118"
"8710000US2142420","ZCTA5 42420, Kentucky","38192"
"8710000US2142431","ZCTA5 42431, Kentucky","26916"
"8710000US2142436","ZCTA5 42436, Kentucky","1030"
"8710000US2142437","ZCTA5 42437, Kentucky","8324"
"8710000US2142440","ZCTA5 42440, Kentucky","748"
"8710000US2142441","ZCTA5 42441, Kentucky","1594"
"8710000US2142442","ZCTA5 42442, Kentucky","3504"
"8710000US2142445","ZCTA5 42445, Kentucky","11331"
"8710000US2142450","ZCTA5 42450, Kentucky","4063"
"8710000US2142451","ZCTA5 42451, Kentucky","783"
"8710000US2142452","ZCTA5 42452, Kentucky","2141"
"8710000US2142453","ZCTA5 42453, Kentucky","532"
"8710000US2142455","ZCTA5 42455, Kentucky","3376"
"8710000US2142456","ZCTA5 42456, Kentucky","1690"
"8710000US2142458","ZCTA5 42458, Kentucky","1151"
"8710000US2142459","ZCTA5 42459, Kentucky","4423"
"8710000US2142461","ZCTA5 42461, Kentucky","1481"
"8710000US2142462","ZCTA5 42462, Kentucky","1319"
"8710000US2142463","ZCTA5 42463, Kentucky","156"
"8710000US2142464","ZCTA5 42464, Kentucky","1799"
"8710000US2142501","ZCTA5 42501, Kentucky","17592"
"8710000US2142503","ZCTA5 42503, Kentucky","22894"
"8710000US2142516","ZCTA5 42516, Kentucky","463"
"8710000US2142518","ZCTA5 42518, Kentucky","2914"
"8710000US2142519","ZCTA5 42519, Kentucky","3191"
"8710000US2142528","ZCTA5 42528, Kentucky","1524"
"8710000US2142533","ZCTA5 42533, Kentucky","802"
"8710000US2142539","ZCTA5 42539, Kentucky","10026"
"8710000US2142541","ZCTA5 42541, Kentucky","531"
"8710000US2142544","ZCTA5 42544, Kentucky","5843"
"8710000US2142553","ZCTA5 42553, Kentucky","5284"
"8710000US2142565","ZCTA5 42565, Kentucky","735"
"8710000US2142566","ZCTA5 42566, Kentucky","660"
"8710000US2142567","ZCTA5 42567, Kentucky","6007"
"8710000US2142602","ZCTA5 42602 (part), Kentucky","10169"
"8710000US2142603","ZCTA5 42603, Kentucky","130"
"8710000US2142629","ZCTA5 42629, Kentucky","4953"
"8710000US2142631","ZCTA5 42631, Kentucky","134"
"8710000US2142633","ZCTA5 42633, Kentucky","20065"
"8710000US2142634","ZCTA5 42634, Kentucky","1565"
"8710000US2142635","ZCTA5 42635, Kentucky","5103"
"8710000US2142638","ZCTA5 42638, Kentucky","207"
"8710000US2142642","ZCTA5 42642, Kentucky","12573"
"8710000US2142647","ZCTA5 42647, Kentucky","4086"
"8710000US2142649","ZCTA5 42649, Kentucky","2326"
"8710000US2142653","ZCTA5 42653, Kentucky","4619"
"8710000US2142701","ZCTA5 42701, Kentucky","48194"
"8710000US2142712","ZCTA5 42712, Kentucky","1855"
"8710000US2142713","ZCTA5 42713, Kentucky","1641"
"8710000US2142715","ZCTA5 42715, Kentucky","347"
"8710000US2142716","ZCTA5 42716, Kentucky","1582"
"8710000US2142717","ZCTA5 42717, Kentucky","6558"
"8710000US2142718","ZCTA5 42718, Kentucky","24312"
"8710000US2142721","ZCTA5 42721, Kentucky","3982"
"8710000US2142722","ZCTA5 42722, Kentucky","714"
"8710000US2142724","ZCTA5 42724, Kentucky","4714"
"8710000US2142726","ZCTA5 42726, Kentucky","4667"
"8710000US2142728","ZCTA5 42728, Kentucky","15925"
"8710000US2142729","ZCTA5 42729, Kentucky","1617"
"8710000US2142731","ZCTA5 42731, Kentucky","341"
"8710000US2142732","ZCTA5 42732, Kentucky","2120"
"8710000US2142733","ZCTA5 42733, Kentucky","1454"
"8710000US2142740","ZCTA5 42740, Kentucky","1973"
"8710000US2142741","ZCTA5 42741, Kentucky","480"
"8710000US2142743","ZCTA5 42743, Kentucky","8869"
"8710000US2142746","ZCTA5 42746, Kentucky","1892"
"8710000US2142748","ZCTA5 42748, Kentucky","8706"
"8710000US2142749","ZCTA5 42749, Kentucky","5245"
"8710000US2142753","ZCTA5 42753, Kentucky","743"
"8710000US2142754","ZCTA5 42754, Kentucky","15349"
"8710000US2142757","ZCTA5 42757, Kentucky","2974"
"8710000US2142758","ZCTA5 42758, Kentucky","139"
"8710000US2142762","ZCTA5 42762, Kentucky","422"
"8710000US2142764","ZCTA5 42764, Kentucky","559"
"8710000US2142765","ZCTA5 42765, Kentucky","5840"
"8710000US2142776","ZCTA5 42776, Kentucky","2736"
"8710000US2142782","ZCTA5 42782, Kentucky","953"
"8710000US2142784","ZCTA5 42784, Kentucky","2685"
"8710000US2142788","ZCTA5 42788, Kentucky","310"
